Name,BSE Code,NSE Code,Industry,Current Price,Promoter holding,Sales,Current ratio,Debt to equity,Price to book value,Return on capital employed,Return on equity,Price to Earning,Dividend yield,Market Capitalization,Cash end of last year,High price all time,Dividend Payout
Danlaw Tech.,532329,,Computers - Software - Converts,291.35,49.92,121.69,1.69,0.40,4.90,13.10,1.40,97.32,0.00,108.02,3.29,395.95,0.00
Danube Industrie,540361,,Paper,64.20,33.11,39.31,1.02,0.05,8.13,11.68,9.27,74.65,0.00,32.10,0.31,67.25,0.00
Darjeeling Ropew,539770,,Finance & Investments,4.38,8.29,0.00,13.24,0.33,0.27,2.58,-0.21,,0.00,1.34,0.10,112.40,0.00
Darshan Orna,539884,,Diamond Cutting / Jewellery,87.80,48.79,9.90,44.96,0.00,7.26,-0.09,-0.54,36.91,0.00,87.85,0.05,111.60,0.00
Datamatics Glob.,532528,DATAMATICS,Computers - Software - Medium / Small,369.70,74.29,1159.72,3.42,0.03,3.04,14.70,11.29,20.42,0.68,2179.36,112.53,382.40,0.00
Daulat Securitie,530171,,Finance & Investments,21.15,54.31,3.18,3.95,0.00,0.70,11.38,11.23,3.89,0.00,10.58,0.27,26.45,0.00
DB Intl.Stock,530393,DBSTOCKBRO,Finance & Investments,17.80,30.01,22.95,2.94,0.04,1.49,12.20,0.74,39.68,0.00,62.30,51.24,116.00,0.00
DC Infotech,,DCI,Trading,66.50,60.00,175.30,1.93,0.93,2.16,14.22,12.68,18.14,0.00,39.90,1.27,67.55,0.00
DCB Bank,532772,DCBBANK,Banks - Private Sector,92.40,14.88,3430.58,2.72,9.10,0.76,6.99,9.36,9.89,0.00,2870.24,3039.34,244.65,0.00
DCM,502820,DCM,Castings & Forgings,51.30,48.54,52.11,0.65,,,-45.52,,,0.00,95.82,9.58,113.29,0.00
DCM Financial,511611,DCMFINSERV,Finance & Investments,2.70,39.50,0.00,0.06,,,,,,0.00,5.98,3.45,19.20,0.00
DCM Nouvelle,542729,DCMNVL,Textiles - Cotton/Blended,239.10,50.13,677.79,8.46,0.90,2.42,14.48,18.07,6.73,0.00,446.58,0.25,258.00,0.00
DCM Shriram,523367,DCMSHRIRAM,Diversified - Mega,1230.90,66.53,8353.24,3.02,0.31,4.12,16.27,15.29,25.19,0.76,19194.94,1333.74,1248.50,21.65
DCM Shriram Inds,523369,DCMSRMIND,Sugar,110.65,50.11,2004.34,2.09,0.82,1.56,12.04,11.00,13.21,1.36,962.57,43.99,115.40,20.15
DCW,500117,DCW,Petrochemicals,53.55,46.76,1700.18,0.93,0.91,2.05,10.31,0.56,77.57,0.00,1397.82,122.45,65.95,0.00
DE Nora India,590031,DENORA,Engineering,332.40,53.68,41.44,5.08,0.00,2.63,11.92,8.87,58.25,0.30,176.50,29.94,633.55,9.38
Debock Sales,,DSML,Engineering,62.60,64.79,30.78,3.69,0.83,2.01,9.02,8.82,23.82,0.00,51.46,0.04,62.60,0.00
Dec.Gold Mines,512068,,Mining / Minerals / Metals,21.40,25.89,0.88,0.24,0.00,4.41,-6.49,-6.49,,0.00,199.72,0.26,111.49,0.00
Deccan Cements,502137,DECCANCE,Cement - South India,754.00,56.24,844.23,2.77,0.18,1.87,26.61,22.68,8.39,0.66,1056.17,259.57,846.75,6.08
Deccan Healthcar,542248,,Food - Processing - Indian,29.65,35.70,33.78,5.00,0.02,0.61,0.81,0.51,119.46,0.00,46.59,3.45,141.80,0.00
Deccan Polypacks,531989,,Textiles - Processing,3.99,51.05,0.00,1.45,,,3.90,,,0.00,0.84,2.15,27.00,0.00
Decipher Labs,524752,,Pharmaceuticals - Indian - Formulations,32.70,45.94,54.74,2.61,1.20,2.41,12.28,10.67,17.57,0.00,33.03,6.98,225.00,0.00
Deco-Mica,531227,,Miscellaneous,24.15,70.05,58.27,3.93,1.01,0.55,9.90,7.43,6.90,0.00,10.14,0.72,45.40,0.00
Decorous Investm,539405,,Trading,17.50,1.27,0.16,5.50,0.00,1.75,0.00,0.00,302.00,0.00,6.04,0.02,17.95,
Deep Diamond,539559,,Diamond Cutting / Jewellery,12.35,43.29,0.53,37.91,0.00,0.53,-0.13,-0.13,,0.00,3.95,0.17,19.80,0.00
Deep Energy,532760,DEEPENR,Miscellaneous,47.45,63.99,2.52,0.79,0.01,0.37,0.27,0.11,297.73,0.00,151.84,3.40,253.77,0.00
Deep Industries,543288,DEEPINDS,Miscellaneous,158.80,63.99,193.71,6.88,0.04,,-0.12,6.23,7.93,0.00,508.16,45.55,174.55,0.00
Deep Polymers,541778,,Plastics Products,227.35,64.76,39.74,5.39,0.00,9.89,9.11,6.90,148.30,0.00,269.90,1.25,227.60,0.00
Deepak Fertiliz.,500645,DEEPAKFERT,Chemicals,414.15,53.05,6328.51,1.20,0.97,1.67,14.79,16.51,10.97,1.81,4479.19,246.31,492.65,19.24
Deepak Nitrite,506401,DEEPAKNTR,Chemicals,2850.85,45.69,5211.48,2.52,0.25,16.57,39.88,39.62,39.70,0.16,38883.61,33.43,2990.00,9.67
Deepak Spinners,514030,DEEPAKSPIN,Textiles - Spinning - Synthetic / Blended,280.75,45.67,435.60,2.95,0.35,1.27,12.37,10.36,7.15,0.71,201.84,0.98,464.85,9.18
Delphi World,533452,DELPHIFX,Finance & Investments,667.95,89.94,387.43,4.22,0.07,4.04,30.68,24.97,19.26,0.00,743.29,43.39,1655.40,0.00
Delta Corp,532848,DELTACORP,Miscellaneous,285.20,33.28,482.75,4.08,0.00,4.00,0.28,-1.09,1007.91,0.35,7609.73,63.75,401.60,-110.71
Delta Industrial,539596,,Trading,6.41,25.31,2.66,3.29,0.00,0.71,-1.82,-2.42,,0.00,3.46,0.45,67.90,0.00
Delta Manufact.,504286,DELTAMAGNT,Electronics - Components,64.15,71.23,122.10,2.20,1.76,1.89,-2.61,-17.03,,0.00,69.61,4.07,140.00,0.00
Delton Cables,504240,,Cables - Power,51.00,73.80,138.23,4.49,1.13,0.80,8.67,1.04,,0.00,44.06,6.18,76.75,0.00
Den Networks,533137,DEN,Entertainment / Electronic Media Software,52.95,74.90,1309.05,1.02,0.00,0.91,1.93,7.36,14.00,0.00,2526.90,315.58,256.00,0.00
Denis Chem Lab,537536,,Pharmaceuticals - Indian - Bulk Drugs,86.75,38.98,119.12,2.55,0.16,1.96,6.46,3.75,35.20,0.86,120.38,4.54,205.43,46.02
Desh Rakshak,531521,,Pharmaceuticals - Indian - Formulations,3.91,64.28,6.96,1.97,0.33,0.20,6.42,4.89,4.14,0.00,1.74,0.59,12.74,0.00
Dev Information,,DEVIT,Computers - Software - Medium / Small,140.00,69.07,84.64,2.48,0.32,2.28,5.11,2.44,94.26,0.36,77.29,11.07,145.80,34.15
Devhari Exports,539197,,Trading,0.62,18.17,0.00,0.06,0.23,0.64,0.00,0.00,,0.00,4.61,0.16,11.94,
Devine Impex,531585,,Trading,5.11,34.54,2.19,245.40,0.00,0.36,0.30,0.22,487.00,0.00,4.87,0.42,99.00,0.00
Devki Leasing,530765,,Finance & Investments,4.20,47.34,0.00,1.80,0.79,2.42,-4.17,-24.46,,0.00,1.47,0.01,14.70,0.00
Devyani Intl.,543330,DEVYANI,Hotels,113.95,62.91,1134.84,0.52,4.07,120.44,9.10,,,0.00,13702.76,40.53,141.05,0.00
DFM Foods,519588,DFMFOODS,Food - Processing - Indian,342.20,73.71,519.58,1.61,0.45,9.66,20.01,17.77,90.69,0.29,1720.42,88.81,486.66,17.49
Dhabriya Poly.,538715,,Plastics Products,70.00,74.22,114.15,6.20,0.88,1.38,10.69,8.48,16.37,0.00,75.77,2.28,200.00,0.00
Dhampur Sugar,500119,DHAMPURSUG,Sugar,326.80,49.09,3888.37,2.67,0.74,1.39,13.67,15.69,9.95,1.84,2169.55,80.16,395.00,17.40
Dhampur.Spl.Sug.,531923,,Sugar,37.60,54.19,18.23,2.13,0.37,1.23,6.03,6.98,14.00,0.00,29.82,0.76,198.30,0.00
Dhanada Corp.,531198,,Hotels,6.20,53.70,2.97,3.91,5.88,6.87,-5.02,-73.83,,0.00,34.68,5.94,31.50,0.00
Dhanalaxmi Roto,521216,,Textiles - Cotton/Blended,93.55,47.64,99.17,2.79,0.21,1.60,26.94,19.57,4.28,0.00,36.48,16.85,113.20,0.00
Dhanashree Elect,542679,,Electric Equipment,15.40,70.20,46.89,2.75,1.49,0.73,8.72,5.75,8.09,0.00,21.85,0.64,20.95,0.00
Dhani Services,532960,DHANI,Finance & Investments,198.00,29.26,1232.74,4.53,0.67,1.87,3.40,-4.64,,0.00,11089.36,2032.09,819.95,0.00
Dhanlaxmi Bank,532180,DHANBANK,Banks - Private Sector,16.65,0.00,912.20,4.30,13.73,0.49,5.18,4.41,11.12,0.00,421.27,984.97,212.50,0.00
Dhanlaxmi Cotex,512485,,Finance & Investments,16.63,65.57,10.59,567.67,0.00,0.23,1.61,1.48,5.06,0.00,8.10,1.80,82.65,0.00
Dhanlaxmi Fabric,521151,,Textiles - Processing,25.30,74.91,57.46,2.14,0.16,0.40,1.99,1.05,29.74,0.00,21.71,0.30,66.00,0.00
Dhanuka Agritech,507717,DHANUKA,Pesticides / Agrochemicals - Indian,829.50,70.00,1377.41,2.51,0.01,4.85,37.39,27.65,18.63,0.24,3863.67,1.48,1053.90,4.43
Dhanuka Realty,,DRL,Construction,19.05,73.15,12.60,4.41,2.33,1.80,-9.20,-19.39,,0.00,13.41,0.09,44.00,0.00
Dhanvantri Jeev.,531043,,Healthcare,9.60,19.77,12.46,0.75,0.01,0.44,-16.39,-14.58,,0.00,3.94,0.91,61.70,0.00
Dhanvarsha Finv.,540268,,Finance & Investments,127.79,61.19,37.98,9.78,0.85,10.33,6.35,2.08,1064.89,0.04,979.70,47.53,169.80,6.15
Dharamsi Morarji,506405,DHARAMORAR,Chemicals,405.95,53.28,231.61,2.17,0.18,5.76,19.30,20.15,29.22,0.49,1012.44,4.61,434.35,15.33
Dharani Finance,511451,,Finance & Investments,5.45,28.24,1.04,2.29,0.02,0.34,0.74,0.13,6.33,0.00,2.72,0.07,17.47,0.00
Dharani Sugars,507442,DHARSUGAR,Sugar,20.85,61.55,36.44,0.10,,,-8.73,,,0.00,69.22,5.80,129.90,0.00
Dhenu Buildcon,501945,,Trading,1.89,11.53,0.00,,0.00,1.02,-28.27,-19.29,,0.00,3.46,0.02,165.10,0.00
Dhoot Indl.Fin,526971,,Trading,126.45,66.92,11.33,0.58,0.35,0.44,23.06,30.53,1.88,0.00,79.89,0.57,140.00,0.00
DHP India,531306,,Domestic Appliances,625.80,74.03,83.05,4.03,0.01,1.72,22.40,18.40,9.68,0.64,187.74,2.23,793.65,5.19
Dhruv Consultanc,541302,,Miscellaneous,39.55,70.16,59.77,5.04,0.22,1.17,9.26,5.59,21.58,0.00,56.54,5.94,58.85,0.00
Dhruv Estates,507886,,Construction,10.78,66.21,0.00,,0.00,0.70,-2.01,-2.01,,0.00,1.03,0.11,115.95,0.00
Dhruv Wellness,540695,,Trading,78.00,73.24,0.00,6.77,,,-48.58,,,0.00,82.21,0.00,88.10,0.00
Dhruva Cap.Serv.,531237,,Finance & Investments,5.00,67.47,0.23,0.22,0.01,0.36,0.88,0.66,32.60,0.00,1.63,0.03,91.90,0.00
Dhunseri Invest.,533336,DHUNINV,Finance & Investments,633.60,74.95,225.30,5.72,0.04,0.23,19.16,9.14,1.99,0.39,386.32,39.20,705.00,1.08
Dhunseri Tea,538902,DTIL,Tea,290.75,68.90,395.61,2.53,0.10,0.36,6.84,4.99,5.62,1.15,305.50,4.39,405.20,11.39
Dhunseri Vent.,523736,DVL,Petrochemicals,287.05,75.00,199.15,8.00,0.05,0.63,18.91,16.40,3.07,0.87,1005.25,37.13,350.15,3.77
Diamant Infra.,508860,,Construction,0.52,18.32,0.00,51.92,1.14,0.16,-15.63,-37.11,,0.00,1.83,0.07,67.00,0.00
Diamines & Chem.,500120,,Chemicals,299.60,54.23,59.06,10.24,0.00,3.45,34.45,28.00,15.88,1.67,293.01,33.07,562.45,23.25
Diamond Power,522163,DIAPOWER,Cables - Power,1.60,,696.31,1.14,2.94,0.08,-29.64,-164.65,,0.00,43.15,50.64,337.05,0.00
Diana Tea Co,530959,,Tea,25.60,61.34,70.44,2.20,0.35,0.59,9.65,7.77,7.98,1.95,38.38,3.93,91.26,15.56
DIC India,500089,DICIND,Chemicals,473.80,71.75,655.45,2.41,0.01,1.14,4.22,3.10,29.59,1.27,434.90,92.19,750.00,6.41
Diggi Multitrade,540811,,Construction,12.54,24.44,0.11,14.09,0.00,1.14,0.47,0.47,242.80,0.00,12.14,0.05,15.45,0.00
Digicontent,542685,DGCONTENT,Entertainment / Electronic Media Software,13.10,69.78,280.15,1.98,3.52,,-19.37,-505.80,,0.00,76.23,39.45,21.90,0.00
DigiSpice Tech.,517214,DIGISPICE,Telecommunications - Equipment,47.85,74.09,773.65,1.31,0.14,4.65,2.88,5.00,154.25,0.00,1098.23,214.65,152.05,0.00
Diksat Transworl,540151,,Entertainment / Electronic Media Software,112.10,71.49,23.33,1.72,0.35,9.19,1.15,0.99,936.48,0.00,196.66,0.15,129.95,0.00
Diksha Greens,542155,,Miscellaneous,2.37,55.00,-0.03,2.29,1.28,,-57.81,-274.19,,0.00,2.34,0.05,83.00,0.00
Diligent Indust.,531153,,Solvent Extraction,14.10,61.33,81.22,1.50,2.24,2.60,6.27,3.95,75.00,0.00,32.25,0.17,86.98,0.00
Diligent Media,540789,DNAMEDIA,Entertainment / Electronic Media Software,2.15,62.16,4.82,0.26,,,-48.64,,,0.00,25.31,0.03,14.40,0.00
Dilip Buildcon,540047,DBL,Construction,695.80,70.16,10506.61,2.45,3.09,2.99,13.26,7.81,46.24,0.14,10173.64,808.79,1248.35,5.13
Disa India,500068,GEORGFISCH,Engineering,5515.00,74.82,195.56,2.90,0.00,4.21,18.30,13.50,27.74,0.18,801.99,172.31,7500.00,6.00
Dish TV India,532839,DISHTV,Entertainment / Electronic Media Software,19.50,5.93,3144.75,0.13,0.30,1.34,11.70,-26.55,,0.00,3590.51,155.47,144.05,0.00
Disha Resources,531553,,Finance & Investments,9.64,48.10,4.75,1.23,0.00,0.59,3.80,3.80,,0.00,7.06,0.02,18.00,0.00
Dishman Carbogen,540701,DCAL,Pharmaceuticals - Indian - Bulk Drugs & Formln,243.80,59.32,242.37,5.64,0.12,0.82,-2.59,-4.97,,0.00,3822.37,50.32,396.55,0.00
Divi's Lab.,532488,DIVISLAB,Pharmaceuticals - Indian - Bulk Drugs,5225.90,51.95,7199.57,5.56,0.00,14.93,32.09,23.93,67.70,0.38,138731.23,2156.03,5315.50,26.76
Divyashakti Gran,526315,,Miscellaneous,77.45,73.34,61.63,7.01,0.00,0.69,7.79,5.75,9.87,1.94,79.53,20.08,176.95,24.44
Dixon Technolog.,540699,DIXON,Electronics - Consumer,5463.50,35.03,7798.52,1.17,0.21,43.46,32.82,24.99,181.69,0.02,32044.44,68.88,5570.00,3.67
DJ Mediaprint,543193,,Printing & Stationery,119.95,71.11,24.66,1.87,1.22,12.06,26.16,30.07,40.12,0.00,50.55,0.11,120.00,0.00
DLF,532868,DLF,Construction,429.00,74.95,6004.95,2.75,0.19,3.00,4.29,3.13,70.73,0.47,106190.87,1406.87,1225.00,45.27
Dodla Dairy,543306,DODLA,Food - Processing - Indian,590.40,62.54,1836.90,1.76,0.16,5.81,28.36,21.70,32.33,0.00,3512.45,159.94,668.50,0.00
Dolat Investment,505526,DOLAT,Finance & Investments,92.15,74.49,241.33,5.68,0.31,4.46,60.45,50.30,9.50,0.22,1621.84,56.58,128.00,1.80
Dolfin Rubbers,542013,,Tyres,85.00,33.06,82.45,3.79,0.56,3.25,15.68,15.17,22.59,1.41,63.94,0.25,85.10,31.69
Dollar Industrie,541403,DOLLAR,Textiles - Products,431.10,72.91,1082.07,4.27,0.23,4.50,18.85,17.32,26.02,0.56,2445.03,7.30,514.75,15.59
Dolphin Medical,526504,,Healthcare,3.05,26.44,0.46,2.96,0.06,0.44,-1.98,-2.91,,0.00,4.61,0.04,28.40,0.00
Donear Inds.,512519,DONEAR,Textiles - Processing,59.30,74.56,410.33,3.66,2.06,2.68,2.95,-5.34,,0.34,308.36,9.88,241.00,-16.59
Dr Agarwal's Eye,526783,,Healthcare,415.90,73.77,155.66,1.49,1.24,3.58,10.66,-2.58,35.87,0.00,195.47,22.20,850.10,0.00
Dr Habeebullah,539267,,Trading,29.30,58.27,0.00,1.64,0.84,3.89,-3.91,-6.80,,0.00,43.39,0.01,75.50,0.00
Dr Lal Pathlabs,539524,LALPATHLAB,Healthcare,3689.25,55.23,1921.90,3.96,0.00,24.30,35.36,25.13,77.96,0.54,30748.01,926.03,4245.50,57.16
Dr Lalchand. Lab,541299,,Healthcare,25.55,60.78,9.78,5.78,0.42,1.16,14.40,11.17,10.96,0.00,11.07,2.89,31.50,0.00
Dr Reddy's Labs,500124,DRREDDY,Pharmaceuticals - Indian - Bulk Drugs & Formln,4910.30,26.73,19566.10,2.21,0.17,4.58,15.39,11.66,47.03,0.51,81706.91,1482.90,5614.60,21.32
DRA Consultants,540144,,Miscellaneous,14.20,73.02,14.96,2.01,0.00,0.64,10.31,6.62,9.99,0.00,15.58,1.88,56.10,0.00
DRC Systems,543268,DRCSYSTEMS,Computers - Software - Medium / Small,396.30,28.55,20.59,1.37,0.00,,-13.56,-11.84,,0.00,153.18,1.70,434.00,0.00
Dredging Corpn.,523618,DREDGECORP,Miscellaneous,365.15,73.47,715.29,1.18,0.21,0.73,-7.89,-11.60,,0.00,1022.42,48.59,1356.10,0.00
DSJ Keep Learn,526677,DALALSTCOM,Entertainment / Electronic Media Software,1.05,36.85,0.78,1.06,0.73,,-207.16,,,0.00,8.30,0.01,18.00,0.00
Ducon Tech,534674,DUCON,Computers - Software - Medium / Small,11.40,65.34,298.85,4.44,0.56,1.74,6.71,0.43,,0.00,201.41,7.08,92.10,0.00
Duke Offshore,531471,,Oil Drilling / Allied Services,12.15,70.61,1.50,7.11,0.06,1.15,-18.36,-17.32,,0.00,11.98,3.40,85.50,0.00
Duncan Engg.,504908,,Auto Ancillaries,224.05,74.56,47.97,1.90,0.01,2.72,14.52,30.10,8.69,0.00,82.90,5.92,400.00,0.00
Duropack,526355,,Packaging,30.50,69.87,21.57,2.54,0.00,1.41,16.08,11.34,14.10,0.00,16.07,1.05,31.20,0.00
Duroply Indust.,516003,,Miscellaneous,100.40,63.09,198.16,1.55,0.93,0.92,-1.89,-14.34,,0.00,64.87,3.26,295.00,0.00
Dutron Polymers,517437,,Plastics Products,225.80,74.46,105.71,8.42,0.63,6.46,13.06,11.34,43.99,0.53,135.48,3.00,273.00,31.58
Dwarikesh Sugar,532610,DWARKESH,Sugar,76.65,42.08,1790.71,4.19,1.05,2.49,13.31,17.24,14.36,1.63,1443.33,1.18,83.90,25.72
Dynacons Sys.,532365,DSSL,Computers - Software - Medium / Small,168.20,51.27,524.09,2.01,0.88,3.45,23.18,21.58,15.44,0.30,170.44,23.02,183.00,5.53
Dynamatic Tech.,505242,DYNAMATECH,Engineering,2868.15,48.78,1271.56,2.47,2.02,4.93,5.01,-5.90,,0.00,1818.82,60.59,4233.00,0.00
Dynamic Cables,540795,,Cables - Power,72.35,74.16,342.66,3.99,1.01,1.36,10.84,8.72,16.24,0.35,159.27,22.63,82.90,5.58
Dynamic Industri,524818,,Dyes And Pigments,85.40,51.72,42.86,5.04,0.06,0.57,1.57,0.84,25.13,1.17,25.88,0.66,142.00,76.92
Dynamic Portfol,530779,,Finance & Investments,9.85,7.90,0.91,17.14,0.19,0.93,2.77,1.30,57.55,0.00,11.51,0.16,50.00,0.00
Dynavision,517238,,Miscellaneous,224.90,55.38,6.84,7.57,0.00,55.72,,,17.03,0.00,86.36,8.76,243.15,0.00
Dynemic Products,532707,DYNPRO,Dyes And Pigments,701.20,29.69,222.44,2.96,0.98,5.08,15.09,20.06,26.63,0.00,794.35,0.90,770.25,0.00
E-Land Apparel,532820,ELAND,Textiles - Processing,4.79,65.84,126.25,1.16,,,,,,0.00,22.99,6.69,114.90,0.00
E.Com Infotech,531533,,Computers - Software - Medium / Small,11.00,72.70,0.60,8.36,0.00,1.33,0.00,0.48,79.00,0.00,5.53,1.31,26.45,0.00
E2E Networks,,E2E,Computers - Software - Medium / Small,52.35,58.51,35.30,2.17,0.16,3.21,-3.40,-6.01,,0.00,75.78,5.19,97.45,0.00
Earum Pharmaceu.,542724,,Pharmaceuticals - Indian - Bulk Drugs & Formln,103.30,70.04,41.08,13.35,0.78,8.79,4.24,0.62,1415.89,0.00,127.43,0.06,132.00,0.00
East Buildtech,507917,,Construction,14.25,59.10,0.43,28.71,0.07,0.42,0.88,-0.16,53.40,0.00,2.67,0.08,16.53,0.00
East India Secu.,541053,,Finance & Investments,1425.00,72.51,108.89,2.82,0.00,1.12,22.15,16.75,7.28,0.00,522.55,219.19,1470.00,0.00
East West Holdin,540006,,Miscellaneous,7.37,64.87,189.95,2.16,1.08,1.31,6.18,-0.21,50.79,0.00,80.75,8.69,29.88,0.00
Eastern Treads,531346,,Miscellaneous,43.85,65.45,77.36,3.15,3.29,2.45,5.09,-8.00,,0.00,22.94,1.33,259.00,0.00
Easun Capital Ma,542906,,Finance & Investments,23.20,45.80,1.27,5.50,0.00,0.63,5.61,4.54,14.97,0.00,12.13,0.02,24.40,0.00
Easun Reyrolle,532751,EASUNREYRL,Electric Equipment,2.90,36.03,85.78,4.08,2.48,0.06,-0.73,-7.16,,0.00,8.93,11.63,374.28,0.00
Easy Fincorp,511074,,Finance & Investments,279.10,49.67,0.00,30.33,0.00,,-0.91,-0.91,,0.00,6.84,1.72,279.10,0.00
Easy Trip Plann.,543272,EASEMYTRIP,Travel Agencies,583.65,74.90,106.69,1.82,0.00,,65.49,46.48,101.78,0.34,6341.07,228.28,717.65,34.88
eClerx Services,532927,ECLERX,Computers - Software - Medium / Small,2271.65,53.81,1714.20,3.82,0.11,4.93,22.67,17.64,24.61,0.04,7925.69,490.86,2457.00,1.20
Eco Recyc.,530643,,Miscellaneous,83.80,71.78,14.58,3.56,0.36,5.09,3.00,2.67,17.50,0.00,161.71,1.64,122.50,0.00
Ecoboard Inds.,523732,WESTERNBIO,Miscellaneous,20.80,62.01,20.83,1.81,1.99,2.45,-0.56,-34.27,,0.00,37.09,3.65,32.10,0.00
Econo Trade Indi,538708,,Finance & Investments,4.48,19.31,2.60,8.85,0.06,0.22,2.86,1.86,9.61,0.00,8.36,0.23,260.15,0.00
Ecoplast,526703,,Packaging,77.90,66.83,87.73,3.22,0.25,0.74,3.34,0.63,,0.00,23.37,0.46,179.00,0.00
ECS Biztech,540063,,Computers - Hardware,5.45,74.99,1.63,0.08,,,-67.14,,,0.00,11.20,0.03,34.30,0.00
Edelweiss.Fin.,532922,EDELWEISS,Finance & Investments,78.70,32.85,9092.45,0.86,4.32,1.12,10.23,4.18,13.96,1.84,7378.93,4760.21,342.00,48.68
Educomp Sol.,532696,EDUCOMP,Computers - Education,3.00,44.77,64.45,1.94,,,-39.45,,,0.00,36.74,39.89,1135.74,0.00
eDynamics Solut.,535694,,Trading,0.50,17.61,0.02,2.81,0.03,0.04,-0.03,-0.03,,0.00,1.28,0.01,221.55,0.00
Eicher Motors,505200,EICHERMOT,Automobiles - Motorcycles / Mopeds,2909.60,49.22,9876.49,3.15,0.02,6.95,16.60,12.59,48.53,0.58,79548.37,5830.36,3348.40,34.50
EID Parry,500125,EIDPARRY,Sugar,472.55,44.74,18799.85,1.77,0.27,1.83,27.49,11.80,14.47,0.00,8377.95,793.06,476.50,0.00
EIH,500840,EIHOTEL,Hotels,141.45,35.74,563.27,1.26,0.16,2.85,-11.49,-11.70,,0.00,8845.78,206.19,227.17,0.00
EIH Assoc.Hotels,523127,EIHAHOTELS,Hotels,434.25,75.00,111.13,0.87,0.01,4.15,-9.43,-6.53,,0.00,1323.16,7.50,691.70,0.00
Eiko Lifescience,540204,,Chemicals,90.00,9.82,20.44,5.77,0.30,12.09,13.37,10.45,75.61,0.00,74.85,4.07,110.00,0.00
Eimco Elecon(I),523708,EIMCOELECO,Engineering,400.70,74.06,118.55,3.81,0.01,0.71,4.61,3.51,29.16,1.25,231.20,9.61,749.00,25.53
Ejecta Marketing,538653,,Trading,0.66,1.04,0.51,11.52,0.04,0.06,0.06,0.06,,0.00,0.96,0.23,790.00,0.00
Ekam Leasing,530581,,Finance & Investments,3.85,27.70,0.51,14.53,0.14,0.28,3.90,3.85,6.79,0.00,2.31,0.03,16.75,0.00
EKI Energy,543284,,Miscellaneous,3128.00,73.47,190.70,2.78,0.07,28.16,149.11,119.70,115.48,0.03,2150.19,15.60,3350.00,2.67
Elango Industrie,513452,,Mining / Minerals / Metals,7.55,35.20,0.49,14.10,0.00,0.61,1.07,0.85,72.00,0.00,2.88,0.05,50.00,0.00
Elantas Beck,500123,DRBECK,Chemicals,3682.65,75.00,475.73,4.51,0.00,6.24,19.44,14.93,39.25,0.14,2920.34,26.62,4376.80,6.41
Elcid Investment,503681,,Finance & Investments,17.00,74.98,174.70,2.11,0.00,0.00,1.24,0.95,0.00,88.24,0.34,8.85,17.00,0.00
Eldeco Housing,523329,,Construction,3119.20,54.83,154.54,2.30,0.01,2.31,30.62,22.80,11.89,1.28,614.48,145.07,3340.00,14.53
Elecon Engg.Co,505700,ELECON,Engineering,167.30,59.19,1202.46,1.73,0.36,2.04,10.94,6.51,17.79,0.24,1877.11,141.48,343.30,7.79
Electrost.Cast.,500128,ELECTCAST,Castings & Forgings,35.85,55.29,4237.73,3.75,0.75,0.54,8.27,-5.08,,0.70,1552.14,510.47,101.50,-7.42
Electrotherm(I),526608,ELECTHERM,Steel - Medium / Small,142.50,31.31,2409.51,0.51,,,1.35,,,0.00,181.59,47.04,644.40,0.00
Elegant Floricul,526473,,Miscellaneous,2.45,7.55,0.55,13.77,0.02,0.23,-0.14,-2.13,,0.00,4.90,0.12,11.85,0.00
Elegant Marbles,526705,,Miscellaneous,99.90,70.91,13.58,10.80,0.00,0.40,-1.85,-1.86,,0.00,36.56,2.37,210.00,0.00
Elgi Equipments,522074,ELGIEQUIP,Compressors / Drilling Equipment,201.95,31.91,2127.36,2.72,0.53,7.31,13.08,12.42,51.93,0.40,6399.98,262.09,244.00,24.73
Elgi Rubber Co,,ELGIRUBCO,Miscellaneous,40.30,65.03,358.85,3.18,1.33,1.10,3.98,0.15,30.41,0.00,201.90,31.60,70.45,0.00
Elixir Capital,531278,,Finance & Investments,41.85,71.29,21.78,3.33,0.61,0.85,43.17,37.20,2.77,2.99,24.27,13.35,156.05,7.89
Ellora Trading,542803,,Trading,19.10,25.77,1.13,18.89,0.02,0.73,-0.32,-0.32,,0.00,2.29,0.00,124.15,0.00
Elnet Technolog,517477,ELNET,Construction,181.35,52.85,21.44,14.10,0.04,0.75,17.86,13.16,5.84,0.77,72.54,57.59,232.90,4.67
Elpro Internatio,504000,ELPROINTL,Construction,64.35,74.99,64.82,0.83,1.14,5.97,11.13,12.05,3029.44,0.00,1090.60,5.53,81.90,0.00
EMA India,522027,,Engineering,13.50,48.81,0.00,0.74,0.56,3.77,-74.24,-87.50,,0.00,1.36,0.00,246.50,0.00
Emami,531162,EMAMILTD,Personal Care - Indian,535.50,53.85,3060.14,1.71,0.05,13.50,28.56,24.16,48.29,2.24,23803.71,360.37,714.01,78.21
Emami Paper,533208,EMAMIPAP,Paper,169.55,74.97,1439.18,2.12,1.68,1.90,8.23,-3.55,18.05,0.00,1025.78,13.72,288.00,0.00
Emami Realty Ltd,533218,EMAMIREAL,Construction,70.70,63.46,184.94,12.42,14.86,2.38,9.00,-54.75,163.15,0.00,267.56,14.99,598.80,0.00
Embassy Off.REIT,542602,EMBASSY,Construction,341.98,61.58,2581.74,0.20,0.41,1.21,4.22,2.79,46.37,0.00,32416.07,942.85,512.00,295.55
